22-oxacalcitriol	B
suppresses	O
secondary	O
hyperparathyroidism	O
without	O
inducing	O
low	O
bone	O
turnover	O
in	O
dogs	O
with	O
renal	O
failure	O
.	O

BACKGROUND	O
:	O
Calcitriol	B
therapy	O
suppresses	O
serum	O
levels	O
of	O
parathyroid	O
hormone	O
(	O
PTH	O
)	O
in	O
patients	O
with	O
renal	O
failure	O
but	O
has	O
several	O
drawbacks	O
,	O
including	O
hypercalcemia	O
and/or	O
marked	O
suppression	O
of	O
bone	O
turnover	O
,	O
which	O
may	O
lead	O
to	O
adynamic	O
bone	O
disease	O
.	O

A	O
new	O
vitamin	B
D	I
analogue	O
,	O
22-oxacalcitriol	B
(	O
OCT	B
)	O
,	O
has	O
been	O
shown	O
to	O
have	O
promising	O
characteristics	O
.	O

This	O
study	O
was	O
undertaken	O
to	O
determine	O
the	O
effects	O
of	O
OCT	B
on	O
serum	O
PTH	O
levels	O
and	O
bone	O
turnover	O
in	O
states	O
of	O
normal	O
or	O
impaired	O
renal	O
function	O
.	O

METHODS	O
:	O
Sixty	O
dogs	O
were	O
either	O
nephrectomized	O
(	O
Nx	O
,	O
N	O
=	O
38	O
)	O
or	O
sham	O
-	O
operated	O
(	O
Sham	O
,	O
N	O
=	O
22	O
)	O
.	O

The	O
animals	O
received	O
supplemental	O
phosphate	B
to	O
enhance	O
PTH	O
secretion	O
.	O

Fourteen	O
weeks	O
after	O
the	O
start	O
of	O
phosphate	B
supplementation	O
,	O
half	O
of	O
the	O
Nx	O
and	O
Sham	O
dogs	O
received	O
doses	O
of	O
OCT	B
(	O
three	O
times	O
per	O
week	O
)	O
;	O
the	O
other	O
half	O
were	O
given	O
vehicle	O
for	O
60	O
weeks	O
.	O

Thereafter	O
,	O
the	O
treatment	O
modalities	O
for	O
a	O
subset	O
of	O
animals	O
were	O
crossed	O
over	O
for	O
an	O
additional	O
eight	O
months	O
.	O

Biochemical	O
and	O
hormonal	O
indices	O
of	O
calcium	B
and	O
bone	O
metabolism	O
were	O
measured	O
throughout	O
the	O
study	O
,	O
and	O
bone	O
biopsies	O
were	O
done	O
at	O
baseline	O
,	O
60	O
weeks	O
after	O
OCT	B
or	O
vehicle	O
treatment	O
,	O
and	O
at	O
the	O
end	O
of	O
the	O
crossover	O
period	O
.	O

RESULTS	O
:	O
In	O
Nx	O
dogs	O
,	O
OCT	B
significantly	O
decreased	O
serum	O
PTH	O
levels	O
soon	O
after	O
the	O
induction	O
of	O
renal	O
insufficiency	O
.	O

In	O
long	O
-	O
standing	O
secondary	O
hyperparathyroidism	O
,	O
OCT	B
(	O
0.03	O
microg	O
/	O
kg	O
)	O
stabilized	O
serum	O
PTH	O
levels	O
during	O
the	O
first	O
months	O
.	O

Serum	O
PTH	O
levels	O
rose	O
thereafter	O
,	O
but	O
the	O
rise	O
was	O
less	O
pronounced	O
compared	O
with	O
baseline	O
than	O
the	O
rise	O
seen	O
in	O
Nx	O
control	O
.	O

These	O
effects	O
were	O
accompanied	O
by	O
episodes	O
of	O
hypercalcemia	O
and	O
hyperphosphatemia	O
.	O

In	O
animals	O
with	O
normal	O
renal	O
function	O
,	O
OCT	B
induced	O
a	O
transient	O
decrease	O
in	O
serum	O
PTH	O
levels	O
at	O
a	O
dose	O
of	O
0.1	O
microg	O
/	O
kg	O
,	O
which	O
was	O
not	O
sustained	O
with	O
lowering	O
of	O
the	O
doses	O
.	O

In	O
Nx	O
dogs	O
,	O
OCT	B
reversed	O
abnormal	O
bone	O
formation	O
,	O
such	O
as	O
woven	O
osteoid	O
and	O
fibrosis	O
,	O
but	O
did	O
not	O
significantly	O
alter	O
the	O
level	O
of	O
bone	O
turnover	O
.	O

In	O
addition	O
,	O
OCT	B
improved	O
mineralization	O
lag	O
time	O
,	O
(	O
that	O
is	O
,	O
the	O
rate	O
at	O
which	O
osteoid	O
mineralizes	O
)	O
in	O
both	O
Nx	O
and	O
Sham	O
dogs	O
.	O

CONCLUSIONS	O
:	O
These	O
results	O
indicate	O
that	O
even	O
though	O
OCT	B
does	O
not	O
completely	O
prevent	O
the	O
occurrence	O
of	O
hypercalcemia	O
in	O
experimental	O
dogs	O
with	O
renal	O
insufficiency	O
,	O
it	O
may	O
be	O
of	O
use	O
in	O
the	O
management	O
of	O
secondary	O
hyperparathyroidism	O
because	O
it	O
does	O
not	O
induce	O
low	O
bone	O
turnover	O
and	O
